0         ,  0        ,  0        
5e-05     ,  0        ,  0        
0.0001    ,  0        ,  0        
0.00015   ,  0        ,  0        
0.0002    ,  0        ,  0        
0.00025   ,  2.06     ,  0        
0.0003    ,  2.06     ,  0        
0.00035   ,  2.06     ,  0        
0.0004    ,  2.06     ,  0        
0.00045   ,  2.06     ,  0        
0.0005    ,  2.06     ,  0        
0.00055   ,  2.02     ,  0        
0.0006    ,  2.06     ,  0        
0.00065   ,  2.06     ,  0        
0.0007    ,  2.06     ,  0        
0.00075   ,  0        ,  0        
0.0008    ,  0        ,  0        
0.00085   ,  0        ,  0        
0.0009    ,  0        ,  0        
0.00095   ,  0        ,  0        
0.001     ,  0        ,  0        
0.00105   ,  0        ,  0        
0.0011    ,  0        ,  0        
0.00115   ,  0        ,  0        
0.0012    , -0.0404   ,  0        
0.00125   ,  2.06     ,  0        
0.0013    ,  2.06     ,  0        
0.00135   ,  2.06     ,  0        
0.0014    ,  2.06     ,  0        
0.00145   ,  2.06     ,  0        
0.0015    ,  2.06     ,  0        
0.00155   ,  2.06     ,  0        
0.0016    ,  2.06     ,  0        
0.00165   ,  2.06     ,  0        
0.0017    ,  2.06     ,  0        
0.00175   ,  0        ,  0        
0.0018    ,  0        ,  0        
0.00185   ,  0        ,  0        
0.0019    ,  0        ,  0        
0.00195   ,  0        ,  0        
0.002     ,  0        ,  0        
0.00205   ,  0        ,  0        
0.0021    ,  0        ,  0        
0.00215   ,  0        ,  0        
0.0022    ,  0        ,  0        
0.00225   ,  2.06     ,  0        
0.0023    ,  2.06     ,  0        
0.00235   ,  2.06     ,  0        
0.0024    ,  2.06     ,  0        
0.00245   ,  2.06     ,  0        
0.0025    ,  2.06     ,  0        
0.00255   ,  2.06     ,  0        
0.0026    ,  2.06     ,  0        
0.00265   ,  2.06     ,  0        
0.0027    ,  2.06     ,  0        
0.00275   ,  0        ,  0        
0.0028    ,  0        ,  0        
0.00285   ,  0        ,  0        
0.0029    ,  0        ,  0        
0.00295   ,  0        ,  0        
0.003     ,  0        ,  0        
0.00305   ,  0        ,  0        
0.0031    ,  0        ,  0        
0.00315   ,  0        ,  0        
0.0032    ,  0        ,  0        
0.00325   ,  2.06     ,  0        
0.0033    ,  2.06     ,  0        
0.00335   ,  2.06     ,  0        
0.0034    ,  2.06     ,  0        
0.00345   ,  2.06     ,  0        
0.0035    ,  2.06     ,  0        
0.00355   ,  2.06     ,  0        
0.0036    ,  2.06     ,  0        
0.00365   ,  2.06     ,  0        
0.0037    ,  2.06     ,  0        
0.00375   ,  0        ,  0        
0.0038    ,  0        ,  0        
0.00385   ,  0        ,  0        
0.0039    ,  0        ,  0        
0.00395   ,  0        ,  0        
0.004     ,  0        ,  0        
0.00405   ,  0        ,  0        
0.0041    ,  0        ,  0        
0.00415   ,  0        ,  0        
0.0042    ,  0        ,  0        
0.00425   ,  2.06     ,  0        
0.0043    ,  2.06     ,  0        
0.00435   ,  2.06     ,  0        
0.0044    ,  2.06     ,  0        
0.00445   ,  2.06     ,  0        
0.0045    ,  2.06     ,  0        
0.00455   ,  2.06     ,  0        
0.0046    ,  2.06     ,  0        
0.00465   ,  2.06     ,  0        
0.0047    ,  2.06     ,  0        
0.00475   , -0.0404   ,  0        
0.0048    ,  0        ,  0        
0.00485   ,  0        ,  0        
0.0049    ,  0        ,  0        
0.00495   ,  0        ,  0        
0.005     ,  0        ,  0        
0.00505   ,  0        ,  0        
0.0051    ,  0        ,  0        
0.00515   ,  0        ,  0        
0.0052    ,  0        ,  0        
0.00525   ,  2.06     ,  0        
0.0053    ,  2.06     ,  0        
0.00535   ,  2.06     ,  0        
0.0054    ,  2.06     ,  0        
0.00545   ,  2.06     ,  0        
0.0055    ,  2.06     ,  0        
0.00555   ,  2.06     ,  0        
0.0056    ,  2.06     ,  0        
0.00565   ,  2.06     ,  0        
0.0057    ,  2.06     ,  0        
0.00575   ,  0        ,  0        
0.0058    ,  0        ,  0        
0.00585   ,  0        ,  0        
0.0059    , -0.0404   ,  0        
0.00595   ,  0        ,  0        
0.006     ,  0        ,  0        
0.00605   ,  0        ,  0        
0.0061    ,  0        ,  0        
0.00615   ,  0        ,  0        
0.0062    ,  0        ,  0        
0.00625   ,  2.06     ,  0        
0.0063    ,  2.06     ,  0        
0.00635   ,  2.06     ,  0        
0.0064    ,  2.06     ,  0        
0.00645   ,  2.06     ,  0        
0.0065    ,  2.06     ,  0        
0.00655   ,  2.06     ,  0        
0.0066    ,  2.06     ,  0        
0.00665   ,  2.06     ,  0        
0.0067    ,  2.06     ,  0        
0.00675   , -0.0404   ,  0        
0.0068    ,  0        ,  0        
0.00685   ,  0        ,  0        
0.0069    ,  0        ,  0        
0.00695   ,  0        ,  0        
0.007     ,  0        ,  0        
